Year,Table,County,Birth Weight in Grams,Number of Live Births
2010,11a,Nassau,Under 1000,77
2010,11a,Nassau,1000-1499,114
2010,11a,Nassau,1500-1999,238
2010,11a,Nassau,2000-2499,701
2010,11a,Nassau,2500-2999,2562
2010,11a,Nassau,3000-3499,5459
2010,11a,Nassau,3500+,5049
2010,11a,Nassau,Not Stated,0
2010,11a,Niagara,Total,2214
2010,11a,Niagara,Under 1000,16
2010,11a,Niagara,1000-1499,9
2010,11a,Niagara,1500-1999,40
2010,11a,Niagara,2000-2499,114
2010,11a,Niagara,2500-2999,401
2010,11a,Niagara,3000-3499,814
2010,11a,Niagara,3500+,820
2010,11a,Niagara,Not Stated,0
2010,11a,Oneida,Total,2633
2010,11a,Oneida,Under 1000,18
2010,11a,Oneida,1000-1499,14
2010,11a,Oneida,1500-1999,44
2010,11a,Oneida,2000-2499,115
2010,11a,Oneida,2500-2999,461
2010,11a,Oneida,3000-3499,1009
2010,11a,Oneida,3500+,972
2010,11a,Oneida,Not Stated,0
2010,11a,Onondaga,Total,5348
2010,11a,Onondaga,Under 1000,41
2010,11a,Onondaga,1000-1499,33
2010,11a,Onondaga,1500-1999,89
2010,11a,Onondaga,2000-2499,275
2010,11a,Onondaga,2500-2999,943
2010,11a,Onondaga,3000-3499,1934
2010,11a,Onondaga,3500+,2033
2010,11a,Onondaga,Not Stated,0
2010,11a,Ontario,Total,1036
2010,11a,Ontario,Under 1000,7
2010,11a,Ontario,1000-1499,9
2010,11a,Ontario,1500-1999,15
2010,11a,Ontario,2000-2499,48
2010,11a,Ontario,2500-2999,146
2010,11a,Ontario,3000-3499,382
2010,11a,Ontario,3500+,429
2010,11a,Ontario,Not Stated,0
2010,11a,Orange,Total,4999
2010,11a,Orange,Under 1000,39
2010,11a,Orange,1000-1499,26
2010,11a,Orange,1500-1999,66
2010,11a,Orange,2000-2499,191
2010,11a,Orange,2500-2999,804
2010,11a,Orange,3000-3499,1960
2010,11a,Orange,3500+,1911
2010,11a,Orange,Not Stated,2
2010,11a,Orleans,Total,433
2010,11a,Orleans,Under 1000,6
2010,11a,Orleans,1000-1499,2
2010,11a,Orleans,1500-1999,7
2010,11a,Orleans,2000-2499,17
2010,11a,Orleans,2500-2999,68
2010,11a,Orleans,3000-3499,179
2010,11a,Orleans,3500+,153
2010,11a,Orleans,Not Stated,1
2010,11a,Oswego,Total,1325
2010,11a,Oswego,Under 1000,7
2010,11a,Oswego,1000-1499,12
2010,11a,Oswego,1500-1999,18
2010,11a,Oswego,2000-2499,65
2010,11a,Oswego,2500-2999,197
2010,11a,Oswego,3000-3499,476
2010,11a,Oswego,3500+,543
2010,11a,Oswego,Not Stated,7
2010,11a,Otsego,Total,516
2010,11a,Otsego,Under 1000,1
2010,11a,Otsego,1000-1499,2
2010,11a,Otsego,1500-1999,4
2010,11a,Otsego,2000-2499,17
2010,11a,Otsego,2500-2999,85
2010,11a,Otsego,3000-3499,188
2010,11a,Otsego,3500+,218
2010,11a,Otsego,Not Stated,1
2010,11a,Putnam,Total,931
2010,11a,Putnam,Under 1000,2
2010,11a,Putnam,1000-1499,4
2010,11a,Putnam,1500-1999,25
2010,11a,Putnam,2000-2499,47
2010,11a,Putnam,2500-2999,149
2010,11a,Putnam,3000-3499,361
2010,11a,Putnam,3500+,343
2010,11a,Putnam,Not Stated,0
2010,11a,Rensselaer,Total,1677
2010,11a,Rensselaer,Under 1000,11
2010,11a,Rensselaer,1000-1499,5
2010,11a,Rensselaer,1500-1999,31
2010,11a,Rensselaer,2000-2499,78
2010,11a,Rensselaer,2500-2999,265
2010,11a,Rensselaer,3000-3499,600
2010,11a,Rensselaer,3500+,687
2010,11a,Rensselaer,Not Stated,0
2010,11a,Rockland,Total,4525
2010,11a,Rockland,Under 1000,31
2010,11a,Rockland,1000-1499,35
2010,11a,Rockland,1500-1999,59
2010,11a,Rockland,2000-2499,153
2010,11a,Rockland,2500-2999,764
2010,11a,Rockland,3000-3499,1766
2010,11a,Rockland,3500+,1717
2010,11a,Rockland,Not Stated,0
2010,11a,St Lawrence,Total,1222
2010,11a,St Lawrence,Under 1000,8
2010,11a,St Lawrence,1000-1499,8
2010,11a,St Lawrence,1500-1999,17
2010,11a,St Lawrence,2000-2499,54
2010,11a,St Lawrence,2500-2999,190
2010,11a,St Lawrence,3000-3499,422
2010,11a,St Lawrence,3500+,479
2010,11a,St Lawrence,Not Stated,44
2010,11a,Saratoga,Total,2304
2010,11a,Saratoga,Under 1000,13
2010,11a,Saratoga,1000-1499,15
2010,11a,Saratoga,1500-1999,36
2010,11a,Saratoga,2000-2499,94
2010,11a,Saratoga,2500-2999,322
2010,11a,Saratoga,3000-3499,850
2010,11a,Saratoga,3500+,974
2010,11a,Saratoga,Not Stated,0
2010,11a,Schenectady,Total,1837
2010,11a,Schenectady,Under 1000,7
2010,11a,Schenectady,1000-1499,13
2010,11a,Schenectady,1500-1999,29
2010,11a,Schenectady,2000-2499,110
2010,11a,Schenectady,2500-2999,328
2010,11a,Schenectady,3000-3499,646
2010,11a,Schenectady,3500+,703
2010,11a,Schenectady,Not Stated,1
2010,11a,Schoharie,Total,286
2010,11a,Schoharie,Under 1000,3
2010,11a,Schoharie,1000-1499,1
2010,11a,Schoharie,1500-1999,2
2010,11a,Schoharie,2000-2499,14
2010,11a,Schoharie,2500-2999,49
2010,11a,Schoharie,3000-3499,104
2010,11a,Schoharie,3500+,113
2010,11a,Schoharie,Not Stated,0
2010,11a,Schuyler,Total,168
2010,11a,Schuyler,Under 1000,1
2010,11a,Schuyler,1000-1499,1
2010,11a,Schuyler,1500-1999,3
2010,11a,Schuyler,2000-2499,7
2010,11a,Schuyler,2500-2999,24
2010,11a,Schuyler,3000-3499,61
2010,11a,Schuyler,3500+,71
2010,11a,Schuyler,Not Stated,0
2010,11a,Seneca,Total,396
2010,11a,Seneca,Under 1000,2
2010,11a,Seneca,1000-1499,4
2010,11a,Seneca,1500-1999,3
2010,11a,Seneca,2000-2499,8
2010,11a,Seneca,2500-2999,59
2010,11a,Seneca,3000-3499,139
2010,11a,Seneca,3500+,181
2010,11a,Seneca,Not Stated,0
2010,11a,Steuben,Total,1173
2010,11a,Steuben,Under 1000,7
2010,11a,Steuben,1000-1499,8
2010,11a,Steuben,1500-1999,12
2010,11a,Steuben,2000-2499,45
2010,11a,Steuben,2500-2999,203
2010,11a,Steuben,3000-3499,413
2010,11a,Steuben,3500+,485
2010,11a,Steuben,Not Stated,0
2010,11a,Suffolk,Total,16805
2010,11a,Suffolk,Under 1000,119
2010,11a,Suffolk,1000-1499,108
2010,11a,Suffolk,1500-1999,272
2010,11a,Suffolk,2000-2499,810
2010,11a,Suffolk,2500-2999,2922
2010,11a,Suffolk,3000-3499,6481
2010,11a,Suffolk,3500+,6090
2010,11a,Suffolk,Not Stated,3
2010,11a,Sullivan,Total,831
2010,11a,Sullivan,Under 1000,12
2010,11a,Sullivan,1000-1499,9
2010,11a,Sullivan,1500-1999,12
2010,11a,Sullivan,2000-2499,51
2010,11a,Sullivan,2500-2999,145
2010,11a,Sullivan,3000-3499,323
2010,11a,Sullivan,3500+,277
2010,11a,Sullivan,Not Stated,2
2010,11a,Tioga,Total,440
2010,11a,Tioga,Under 1000,3
2010,11a,Tioga,1000-1499,2
2010,11a,Tioga,1500-1999,6
2010,11a,Tioga,2000-2499,21
2010,11a,Tioga,2500-2999,52
2010,11a,Tioga,3000-3499,156
2010,11a,Tioga,3500+,200
2010,11a,Tioga,Not Stated,0
2010,11a,Tompkins,Total,831
2010,11a,Tompkins,Under 1000,9
2010,11a,Tompkins,1000-1499,8
2010,11a,Tompkins,1500-1999,18
2010,11a,Tompkins,2000-2499,29
2010,11a,Tompkins,2500-2999,115
2010,11a,Tompkins,3000-3499,333
2010,11a,Tompkins,3500+,318
2010,11a,Tompkins,Not Stated,1
2010,11a,Ulster,Total,1693
2010,11a,Ulster,Under 1000,8
2010,11a,Ulster,1000-1499,10
2010,11a,Ulster,1500-1999,26
2010,11a,Ulster,2000-2499,80
2010,11a,Ulster,2500-2999,234
2010,11a,Ulster,3000-3499,612
2010,11a,Ulster,3500+,722
2010,11a,Ulster,Not Stated,1
2010,11a,Warren,Total,611
2010,11a,Warren,Under 1000,3
2010,11a,Warren,1000-1499,5
2010,11a,Warren,1500-1999,10
2010,11a,Warren,2000-2499,20
2010,11a,Warren,2500-2999,83
2010,11a,Warren,3000-3499,230
2010,11a,Warren,3500+,260
2010,11a,Warren,Not Stated,0
2010,11a,Washington,Total,604
2010,11a,Washington,Under 1000,5
2010,11a,Washington,1000-1499,12
2010,11a,Washington,1500-1999,13
2010,11a,Washington,2000-2499,30
2010,11a,Washington,2500-2999,67
2010,11a,Washington,3000-3499,219
2010,11a,Washington,3500+,258
2010,11a,Washington,Not Stated,0
2010,11a,Wayne,Total,968
2010,11a,Wayne,Under 1000,9
2010,11a,Wayne,1000-1499,6
2010,11a,Wayne,1500-1999,12
2010,11a,Wayne,2000-2499,42
2010,11a,Wayne,2500-2999,152
2010,11a,Wayne,3000-3499,324
2010,11a,Wayne,3500+,422
2010,11a,Wayne,Not Stated,1
2010,11a,Westchester,Total,11104
2010,11a,Westchester,Under 1000,83
2010,11a,Westchester,1000-1499,87
2010,11a,Westchester,1500-1999,191
2010,11a,Westchester,2000-2499,597
2010,11a,Westchester,2500-2999,1987
2010,11a,Westchester,3000-3499,4425
2010,11a,Westchester,3500+,3734
2010,11a,Westchester,Not Stated,0
2010,11a,Wyoming,Total,394
2010,11a,Wyoming,Under 1000,2
2010,11a,Wyoming,1000-1499,3
2010,11a,Wyoming,1500-1999,5
2010,11a,Wyoming,2000-2499,11
2010,11a,Wyoming,2500-2999,66
2010,11a,Wyoming,3000-3499,143
2010,11a,Wyoming,3500+,164
2010,11a,Wyoming,Not Stated,0
2010,11a,Yates,Total,312
2010,11a,Yates,Under 1000,1
2010,11a,Yates,1000-1499,4
2010,11a,Yates,1500-1999,6
2010,11a,Yates,2000-2499,9
2010,11a,Yates,2500-2999,33
2010,11a,Yates,3000-3499,113
2010,11a,Yates,3500+,144
2010,11a,Yates,Not Stated,2
2009,11a,Madison,2500-2999,119
2009,11a,Yates,Not Stated,2
2009,11a,Yates,3500+,162
2009,11a,Yates,3000-3499,126
2009,11a,Yates,2500-2999,47
2009,11a,Yates,2000-2499,14
2009,11a,Yates,1500-1999,3
2009,11a,Yates,1000-1499,0
2009,11a,Yates,Under 1000,1
2009,11a,Yates,Total,355
2009,11a,Wyoming,Not Stated,0
2009,11a,Wyoming,3500+,183
2009,11a,Wyoming,3000-3499,160
2009,11a,Wyoming,2500-2999,56
2009,11a,Wyoming,2000-2499,12
2009,11a,Wyoming,1500-1999,4
2009,11a,Wyoming,1000-1499,2
2009,11a,Wyoming,Under 1000,1
2009,11a,Wyoming,Total,418
2009,11a,Westchester,Not Stated,13
2009,11a,Westchester,3500+,3683
2009,11a,Westchester,3000-3499,4462
2009,11a,Westchester,2500-2999,2055
2009,11a,Westchester,2000-2499,553
2009,11a,Westchester,1500-1999,193
2009,11a,Westchester,1000-1499,87
2009,11a,Westchester,Under 1000,97
2009,11a,Westchester,Total,11143
2009,11a,Wayne,Not Stated,0
2009,11a,Wayne,3500+,463
2009,11a,Wayne,3000-3499,364
2009,11a,Wayne,2500-2999,161
2009,11a,Wayne,2000-2499,48
2009,11a,Wayne,1500-1999,17
2009,11a,Wayne,1000-1499,9
2009,11a,Wayne,Under 1000,3
2009,11a,Wayne,Total,1065
2009,11a,Washington,Not Stated,0
2009,11a,Washington,3500+,268
2009,11a,Washington,3000-3499,209
2009,11a,Washington,2500-2999,105
2009,11a,Washington,2000-2499,28
2009,11a,Washington,1500-1999,9
2009,11a,Washington,1000-1499,3
2009,11a,Washington,Under 1000,3
2009,11a,Washington,Total,625
2009,11a,Warren,Not Stated,1
2009,11a,Warren,3500+,255
2009,11a,Warren,3000-3499,240
2009,11a,Warren,2500-2999,96
2009,11a,Warren,2000-2499,41
2009,11a,Warren,1500-1999,4
2009,11a,Warren,1000-1499,1
2009,11a,Warren,Under 1000,2
2009,11a,Warren,Total,640
2009,11a,Ulster,Not Stated,0
2009,11a,Ulster,3500+,701
2009,11a,Ulster,3000-3499,607
2009,11a,Ulster,2500-2999,284
2009,11a,Ulster,2000-2499,67
2009,11a,Ulster,1500-1999,24
2009,11a,Ulster,1000-1499,15
2009,11a,Ulster,Under 1000,8
2009,11a,Ulster,Total,1706
2009,11a,Tompkins,Not Stated,1
2009,11a,Tompkins,3500+,372
2009,11a,Tompkins,3000-3499,357
2009,11a,Tompkins,2500-2999,131
2009,11a,Tompkins,2000-2499,31
2009,11a,Tompkins,1500-1999,16
2009,11a,Tompkins,1000-1499,5
2009,11a,Tompkins,Under 1000,5
2009,11a,Tompkins,Total,918
2009,11a,Tioga,Not Stated,0
2009,11a,Tioga,3500+,176
2009,11a,Tioga,3000-3499,156
2009,11a,Tioga,2500-2999,64
2009,11a,Tioga,2000-2499,21
2009,11a,Tioga,1500-1999,8
2009,11a,Tioga,1000-1499,2
2009,11a,Tioga,Under 1000,2
2009,11a,Tioga,Total,429
2009,11a,Sullivan,Not Stated,0
2009,11a,Sullivan,3500+,279
2009,11a,Sullivan,3000-3499,343
2009,11a,Sullivan,2500-2999,166
2009,11a,Sullivan,2000-2499,45
2009,11a,Sullivan,1500-1999,12
2009,11a,Sullivan,1000-1499,7
2009,11a,Sullivan,Under 1000,9
2009,11a,Sullivan,Total,861
2009,11a,Suffolk,Not Stated,2
2009,11a,Suffolk,3500+,6162
2009,11a,Suffolk,3000-3499,6752
2009,11a,Suffolk,2500-2999,2943
2009,11a,Suffolk,2000-2499,810
2009,11a,Suffolk,1500-1999,290
2009,11a,Suffolk,1000-1499,121
2009,11a,Suffolk,Under 1000,103
2009,11a,Suffolk,Total,17183
2009,11a,Steuben,Not Stated,2
2009,11a,Steuben,3500+,450
2009,11a,Steuben,3000-3499,407
2009,11a,Steuben,2500-2999,182
2009,11a,Steuben,2000-2499,44
2009,11a,Steuben,1500-1999,14
2009,11a,Steuben,1000-1499,7
2009,11a,Steuben,Under 1000,12
2009,11a,Steuben,Total,1118
2009,11a,Seneca,Not Stated,0
2009,11a,Seneca,3500+,177
2009,11a,Seneca,3000-3499,119
2009,11a,Seneca,2500-2999,55
2009,11a,Seneca,2000-2499,12
2009,11a,Seneca,1500-1999,5
2009,11a,Seneca,1000-1499,0
2009,11a,Seneca,Under 1000,2
2009,11a,Seneca,Total,370
2009,11a,Schuyler,Not Stated,0
2009,11a,Schuyler,3500+,62
2009,11a,Schuyler,3000-3499,59
2009,11a,Schuyler,2500-2999,24
2009,11a,Schuyler,2000-2499,6
2009,11a,Schuyler,1500-1999,6
2009,11a,Schuyler,1000-1499,1
2009,11a,Schuyler,Under 1000,0
2009,11a,Schuyler,Total,158
2009,11a,Schoharie,Not Stated,0
2009,11a,Schoharie,3500+,107
2009,11a,Schoharie,3000-3499,110
2009,11a,Schoharie,2500-2999,43
2009,11a,Schoharie,2000-2499,12
2009,11a,Schoharie,1500-1999,4
2009,11a,Schoharie,1000-1499,0
2009,11a,Schoharie,Under 1000,3
2009,11a,Schoharie,Total,279
2009,11a,Schenectady,Not Stated,1
2009,11a,Schenectady,3500+,671
2009,11a,Schenectady,3000-3499,669
2009,11a,Schenectady,2500-2999,297
2009,11a,Schenectady,2000-2499,98
2009,11a,Schenectady,1500-1999,32
2009,11a,Schenectady,1000-1499,15
2009,11a,Schenectady,Under 1000,16
2009,11a,Schenectady,Total,1799
2009,11a,Saratoga,Not Stated,0
2009,11a,Saratoga,3500+,903
2009,11a,Saratoga,3000-3499,845
2009,11a,Saratoga,2500-2999,317
2009,11a,Saratoga,2000-2499,96
2009,11a,Saratoga,1500-1999,28
2009,11a,Saratoga,1000-1499,17
2009,11a,Saratoga,Under 1000,16
2009,11a,Saratoga,Total,2222
2009,11a,St Lawrence,Not Stated,29
2009,11a,St Lawrence,3500+,471
2009,11a,St Lawrence,3000-3499,413
2009,11a,St Lawrence,2500-2999,182
2009,11a,St Lawrence,2000-2499,66
2009,11a,St Lawrence,1500-1999,16
2009,11a,St Lawrence,1000-1499,9
2009,11a,St Lawrence,Under 1000,5
2009,11a,St Lawrence,Total,1191
2009,11a,Rockland,Not Stated,1
2009,11a,Rockland,3500+,1706
2009,11a,Rockland,3000-3499,1760
2009,11a,Rockland,2500-2999,797
2009,11a,Rockland,2000-2499,180
2009,11a,Rockland,1500-1999,58
2009,11a,Rockland,1000-1499,33
2009,11a,Rockland,Under 1000,25
2009,11a,Rockland,Total,4560
2009,11a,Rensselaer,Not Stated,1
2009,11a,Rensselaer,3500+,755
2009,11a,Rensselaer,3000-3499,633
2009,11a,Rensselaer,2500-2999,268
2009,11a,Rensselaer,2000-2499,71
2009,11a,Rensselaer,1500-1999,19
2009,11a,Rensselaer,1000-1499,9
2009,11a,Rensselaer,Under 1000,16
2009,11a,Rensselaer,Total,1772
2009,11a,Putnam,Not Stated,0
2009,11a,Putnam,3500+,340
2009,11a,Putnam,3000-3499,357
2009,11a,Putnam,2500-2999,137
2009,11a,Putnam,2000-2499,34
2009,11a,Putnam,1500-1999,12
2009,11a,Putnam,1000-1499,8
2009,11a,Putnam,Under 1000,6
2009,11a,Putnam,Total,894
2009,11a,Otsego,Not Stated,0
2009,11a,Otsego,3500+,218
2009,11a,Otsego,3000-3499,163
2009,11a,Otsego,2500-2999,70
2009,11a,Otsego,2000-2499,17
2009,11a,Otsego,1500-1999,6
2009,11a,Otsego,1000-1499,5
2009,11a,Otsego,Under 1000,5
2009,11a,Otsego,Total,484
2009,11a,Oswego,Not Stated,3
2009,11a,Oswego,3500+,584
2009,11a,Oswego,3000-3499,533
2009,11a,Oswego,2500-2999,214
2009,11a,Oswego,2000-2499,45
2009,11a,Oswego,1500-1999,14
2009,11a,Oswego,1000-1499,5
2009,11a,Oswego,Under 1000,11
2009,11a,Oswego,Total,1409
2009,11a,Orleans,Not Stated,2
2009,11a,Orleans,3500+,168
2009,11a,Orleans,3000-3499,171
2009,11a,Orleans,2500-2999,65
2009,11a,Orleans,2000-2499,18
2009,11a,Orleans,1500-1999,11
2009,11a,Orleans,1000-1499,3
2009,11a,Orleans,Under 1000,3
2009,11a,Orleans,Total,441
2009,11a,Orange,Not Stated,2
2009,11a,Orange,3500+,1818
2009,11a,Orange,3000-3499,2004
2009,11a,Orange,2500-2999,881
2009,11a,Orange,2000-2499,236
2009,11a,Orange,1500-1999,59
2009,11a,Orange,1000-1499,31
2009,11a,Orange,Under 1000,31
2009,11a,Orange,Total,5062
2009,11a,Ontario,Not Stated,0
2009,11a,Ontario,3500+,438
2009,11a,Ontario,3000-3499,395
2009,11a,Ontario,2500-2999,159
2009,11a,Ontario,2000-2499,36
2009,11a,Ontario,1500-1999,14
2009,11a,Ontario,1000-1499,3
2009,11a,Ontario,Under 1000,6
2009,11a,Ontario,Total,1051
2009,11a,Onondaga,Not Stated,2
2009,11a,Onondaga,3500+,2127
2009,11a,Onondaga,3000-3499,1968
2009,11a,Onondaga,2500-2999,930
2009,11a,Onondaga,2000-2499,270
2009,11a,Onondaga,1500-1999,87
2009,11a,Onondaga,1000-1499,42
2009,11a,Onondaga,Under 1000,53
2009,11a,Onondaga,Total,5479
2009,11a,Oneida,Not Stated,1
2009,11a,Oneida,3500+,1017
2009,11a,Oneida,3000-3499,929
2009,11a,Oneida,2500-2999,480
2009,11a,Oneida,2000-2499,126
2009,11a,Oneida,1500-1999,36
2009,11a,Oneida,1000-1499,20
2009,11a,Oneida,Under 1000,24
2009,11a,Oneida,Total,2633
2009,11a,Niagara,Not Stated,0
2009,11a,Niagara,3500+,873
2009,11a,Niagara,3000-3499,842
2009,11a,Niagara,2500-2999,397
2009,11a,Niagara,2000-2499,108
2009,11a,Niagara,1500-1999,41
2009,11a,Niagara,1000-1499,19
2009,11a,Niagara,Under 1000,25
2009,11a,Niagara,Total,2305
2009,11a,Nassau,Not Stated,2
2009,11a,Nassau,3500+,5020
2009,11a,Nassau,3000-3499,5758
2009,11a,Nassau,2500-2999,2659
2009,11a,Nassau,2000-2499,776
2009,11a,Nassau,1500-1999,266
2009,11a,Nassau,1000-1499,110
2009,11a,Nassau,Under 1000,92
2009,11a,Nassau,Total,14683
2009,11a,Montgomery,Not Stated,5
2009,11a,Montgomery,3500+,238
2009,11a,Montgomery,3000-3499,241
2009,11a,Montgomery,2500-2999,93
2009,11a,Montgomery,2000-2499,20
2009,11a,Montgomery,1500-1999,7
2009,11a,Montgomery,1000-1499,5
2009,11a,Montgomery,Under 1000,2
2009,11a,Montgomery,Total,611
2009,11a,Monroe,Not Stated,0
2009,11a,Monroe,3500+,3206
2009,11a,Monroe,3000-3499,3185
2009,11a,Monroe,2500-2999,1449
2009,11a,Monroe,2000-2499,453
2009,11a,Monroe,1500-1999,130
2009,11a,Monroe,1000-1499,73
2009,11a,Monroe,Under 1000,84
2009,11a,Monroe,Total,8580
2009,11a,Madison,Not Stated,0
2009,11a,Madison,3500+,276
2009,11a,Madison,3000-3499,246
2009,11a,Madison,2000-2499,17
2009,11a,Madison,1500-1999,14
2009,11a,Madison,1000-1499,5
2009,11a,Madison,Under 1000,3
2009,11a,Madison,Total,680
2009,11a,Livingston,Not Stated,0
2009,11a,Livingston,3500+,267
2009,11a,Livingston,3000-3499,185
2009,11a,Livingston,2500-2999,89
2009,11a,Livingston,2000-2499,22
2009,11a,Livingston,1500-1999,7
2009,11a,Livingston,1000-1499,2
2009,11a,Livingston,Under 1000,2
2009,11a,Livingston,Total,574
2009,11a,Lewis,Not Stated,9
2009,11a,Lewis,3500+,149
2009,11a,Lewis,3000-3499,124
2009,11a,Lewis,2500-2999,54
2009,11a,Lewis,2000-2499,10
2009,11a,Lewis,1500-1999,3
2009,11a,Lewis,1000-1499,2
2009,11a,Lewis,Under 1000,0
2009,11a,Lewis,Total,351
2009,11a,Jefferson,Not Stated,3
2009,11a,Jefferson,3500+,788
2009,11a,Jefferson,3000-3499,728
2009,11a,Jefferson,2500-2999,337
2009,11a,Jefferson,2000-2499,76
2009,11a,Jefferson,1500-1999,30
2009,11a,Jefferson,1000-1499,21
2009,11a,Jefferson,Under 1000,12
2009,11a,Jefferson,Total,1995
2009,11a,Herkimer,Not Stated,3
2009,11a,Herkimer,3500+,314
2009,11a,Herkimer,3000-3499,218
2009,11a,Herkimer,2500-2999,84
2009,11a,Herkimer,2000-2499,26
2009,11a,Herkimer,1500-1999,13
2009,11a,Herkimer,1000-1499,4
2009,11a,Herkimer,Under 1000,9
2009,11a,Herkimer,Total,671
2009,11a,Hamilton,Not Stated,0
2009,11a,Hamilton,3500+,14
2009,11a,Hamilton,3000-3499,14
2009,11a,Hamilton,2500-2999,9
2009,11a,Hamilton,2000-2499,3
2009,11a,Hamilton,1500-1999,0
2009,11a,Hamilton,1000-1499,0
2009,11a,Hamilton,Under 1000,0
2009,11a,Hamilton,Total,40
2009,11a,Greene,Not Stated,0
2009,11a,Greene,3500+,161
2009,11a,Greene,3000-3499,154
2009,11a,Greene,2500-2999,83
2009,11a,Greene,2000-2499,21
2009,11a,Greene,1500-1999,15
2009,11a,Greene,1000-1499,7
2009,11a,Greene,Under 1000,1
2009,11a,Greene,Total,442
2009,11a,Genesee,Not Stated,0
2009,11a,Genesee,3500+,298
2009,11a,Genesee,3000-3499,224
2009,11a,Genesee,2500-2999,91
2009,11a,Genesee,2000-2499,27
2009,11a,Genesee,1500-1999,9
2009,11a,Genesee,1000-1499,7
2009,11a,Genesee,Under 1000,1
2009,11a,Genesee,Total,657
2009,11a,Fulton,Not Stated,0
2009,11a,Fulton,3500+,236
2009,11a,Fulton,3000-3499,189
2009,11a,Fulton,2500-2999,96
2009,11a,Fulton,2000-2499,26
2009,11a,Fulton,1500-1999,3
2009,11a,Fulton,1000-1499,4
2009,11a,Fulton,Under 1000,2
2009,11a,Fulton,Total,556
2009,11a,Franklin,Not Stated,1
2009,11a,Franklin,3500+,184
2009,11a,Franklin,3000-3499,179
2009,11a,Franklin,2500-2999,117
2009,11a,Franklin,2000-2499,25
2009,11a,Franklin,1500-1999,7
2009,11a,Franklin,1000-1499,1
2009,11a,Franklin,Under 1000,0
2009,11a,Franklin,Total,514
2009,11a,Essex,Not Stated,1
2009,11a,Essex,3500+,133
2009,11a,Essex,3000-3499,117
2009,11a,Essex,2500-2999,65
2009,11a,Essex,2000-2499,20
2009,11a,Essex,1500-1999,9
2009,11a,Essex,1000-1499,0
2009,11a,Essex,Under 1000,6
2009,11a,Essex,Total,351
2009,11a,Erie,Not Stated,6
2009,11a,Erie,3500+,3515
2009,11a,Erie,3000-3499,3758
2009,11a,Erie,2500-2999,1746
2009,11a,Erie,2000-2499,435
2009,11a,Erie,1500-1999,168
2009,11a,Erie,1000-1499,81
2009,11a,Erie,Under 1000,88
2009,11a,Erie,Total,9797
2009,11a,Dutchess,Not Stated,2
2009,11a,Dutchess,3500+,1177
2009,11a,Dutchess,3000-3499,1082
2009,11a,Dutchess,2500-2999,449
2009,11a,Dutchess,2000-2499,115
2009,11a,Dutchess,1500-1999,47
2009,11a,Dutchess,1000-1499,22
2009,11a,Dutchess,Under 1000,23
2009,11a,Dutchess,Total,2917
2009,11a,Delaware,Not Stated,0
2009,11a,Delaware,3500+,187
2009,11a,Delaware,3000-3499,169
2009,11a,Delaware,2500-2999,62
2009,11a,Delaware,2000-2499,20
2009,11a,Delaware,1500-1999,13
2009,11a,Delaware,1000-1499,6
2009,11a,Delaware,Under 1000,1
2009,11a,Delaware,Total,458
2009,11a,Cortland,Not Stated,0
2009,11a,Cortland,3500+,224
2009,11a,Cortland,3000-3499,198
2009,11a,Cortland,2500-2999,82
2009,11a,Cortland,2000-2499,30
2009,11a,Cortland,1500-1999,6
2009,11a,Cortland,1000-1499,6
2009,11a,Cortland,Under 1000,10
2009,11a,Cortland,Total,556
2009,11a,Columbia,Not Stated,3
2009,11a,Columbia,3500+,208
2009,11a,Columbia,3000-3499,220
2009,11a,Columbia,2500-2999,81
2009,11a,Columbia,2000-2499,39
2009,11a,Columbia,1500-1999,3
2009,11a,Columbia,1000-1499,4
2009,11a,Columbia,Under 1000,7
2009,11a,Columbia,Total,565
2009,11a,Clinton,Not Stated,1
2009,11a,Clinton,3500+,326
2009,11a,Clinton,3000-3499,284
2009,11a,Clinton,2500-2999,119
2009,11a,Clinton,2000-2499,38
2009,11a,Clinton,1500-1999,15
2009,11a,Clinton,1000-1499,3
2009,11a,Clinton,Under 1000,1
2009,11a,Clinton,Total,787
2009,11a,Chenango,Not Stated,1
2009,11a,Chenango,3500+,224
2009,11a,Chenango,3000-3499,202
2009,11a,Chenango,2500-2999,67
2009,11a,Chenango,2000-2499,16
2009,11a,Chenango,1500-1999,10
2009,11a,Chenango,1000-1499,1
2009,11a,Chenango,Under 1000,3
2009,11a,Chenango,Total,524
2009,11a,Chemung,Not Stated,1
2009,11a,Chemung,3500+,393
2009,11a,Chemung,3000-3499,344
2009,11a,Chemung,2500-2999,142
2009,11a,Chemung,2000-2499,56
2009,11a,Chemung,1500-1999,22
2009,11a,Chemung,1000-1499,14
2009,11a,Chemung,Under 1000,6
2009,11a,Chemung,Total,978
2009,11a,Chautauqua,Not Stated,23
2009,11a,Chautauqua,3500+,498
2009,11a,Chautauqua,3000-3499,534
2009,11a,Chautauqua,2500-2999,276
2009,11a,Chautauqua,2000-2499,72
2009,11a,Chautauqua,1500-1999,25
2009,11a,Chautauqua,1000-1499,9
2009,11a,Chautauqua,Under 1000,5
2009,11a,Chautauqua,Total,1442
2009,11a,Cayuga,Not Stated,1
2009,11a,Cayuga,3500+,343
2009,11a,Cayuga,3000-3499,284
2009,11a,Cayuga,2500-2999,144
2009,11a,Cayuga,2000-2499,23
