Year,Table,County,Birth Weight in Grams,Number of Live Births
2013,11a,Queens,3000-3499,12250
2013,11a,Queens,3500+,9261
2013,11a,Queens,Not Stated,0
2013,11a,Richmond,Total,5281
2013,11a,Richmond,Under 1000,33
2013,11a,Richmond,1000-1499,36
2013,11a,Richmond,1500-1999,71
2013,11a,Richmond,2000-2499,310
2013,11a,Richmond,2500-2999,968
2013,11a,Richmond,3000-3499,2017
2013,11a,Richmond,3500+,1846
2013,11a,Richmond,Not Stated,0
2013,11a,Rest of State,Total,119280
2013,11a,Rest of State,Under 1000,776
2013,11a,Rest of State,1000-1499,823
2013,11a,Rest of State,1500-1999,1832
2013,11a,Rest of State,2000-2499,5541
2013,11a,Rest of State,2500-2999,20103
2013,11a,Rest of State,3000-3499,44971
2013,11a,Rest of State,3500+,44949
2013,11a,Rest of State,Not Stated,285
2013,11a,Albany,Total,3137
2013,11a,Albany,Under 1000,39
2013,11a,Albany,1000-1499,25
2013,11a,Albany,1500-1999,53
2013,11a,Albany,2000-2499,152
2013,11a,Albany,2500-2999,534
2013,11a,Albany,3000-3499,1120
2013,11a,Albany,3500+,1213
2013,11a,Albany,Not Stated,1
2013,11a,Allegany,Total,473
2013,11a,Allegany,Under 1000,2
2013,11a,Allegany,1000-1499,0
2013,11a,Allegany,1500-1999,3
2013,11a,Allegany,2000-2499,22
2013,11a,Allegany,2500-2999,81
2013,11a,Allegany,3000-3499,182
2013,11a,Allegany,3500+,174
2013,11a,Allegany,Not Stated,9
2013,11a,Broome,Total,2061
2013,11a,Broome,Under 1000,16
2013,11a,Broome,1000-1499,16
2013,11a,Broome,1500-1999,26
2013,11a,Broome,2000-2499,91
2013,11a,Broome,2500-2999,325
2013,11a,Broome,3000-3499,815
2013,11a,Broome,3500+,770
2013,11a,Broome,Not Stated,2
2013,11a,Cattaraugus,Total,909
2013,11a,Cattaraugus,Under 1000,10
2013,11a,Cattaraugus,1000-1499,6
2013,11a,Cattaraugus,1500-1999,9
2013,11a,Cattaraugus,2000-2499,43
2013,11a,Cattaraugus,2500-2999,146
2013,11a,Cattaraugus,3000-3499,336
2013,11a,Cattaraugus,3500+,275
2013,11a,Cattaraugus,Not Stated,84
2013,11a,Cayuga,Total,741
2013,11a,Cayuga,Under 1000,7
2013,11a,Cayuga,1000-1499,5
2013,11a,Cayuga,1500-1999,13
2013,11a,Cayuga,2000-2499,30
2013,11a,Cayuga,2500-2999,91
2013,11a,Cayuga,3000-3499,270
2013,11a,Cayuga,3500+,324
2013,11a,Cayuga,Not Stated,1
2013,11a,Chautauqua,Total,1340
2013,11a,Chautauqua,Under 1000,8
2013,11a,Chautauqua,1000-1499,8
2013,11a,Chautauqua,1500-1999,25
2013,11a,Chautauqua,2000-2499,63
2013,11a,Chautauqua,2500-2999,246
2013,11a,Chautauqua,3000-3499,533
2013,11a,Chautauqua,3500+,429
2013,11a,Chautauqua,Not Stated,28
2013,11a,Chemung,Total,938
2013,11a,Chemung,Under 1000,5
2013,11a,Chemung,1000-1499,7
2013,11a,Chemung,1500-1999,17
2013,11a,Chemung,2000-2499,39
2013,11a,Chemung,2500-2999,153
2013,11a,Chemung,3000-3499,321
2013,11a,Chemung,3500+,396
2013,11a,Chemung,Not Stated,0
2013,11a,Chenango,Total,499
2013,11a,Chenango,Under 1000,2
2013,11a,Chenango,1000-1499,1
2013,11a,Chenango,1500-1999,7
2013,11a,Chenango,2000-2499,21
2013,11a,Chenango,2500-2999,59
2013,11a,Chenango,3000-3499,184
2013,11a,Chenango,3500+,223
2013,11a,Chenango,Not Stated,2
2013,11a,Clinton,Total,730
2013,11a,Clinton,Under 1000,0
2013,11a,Clinton,1000-1499,4
2013,11a,Clinton,1500-1999,15
2013,11a,Clinton,2000-2499,44
2013,11a,Clinton,2500-2999,116
2013,11a,Clinton,3000-3499,255
2013,11a,Clinton,3500+,295
2013,11a,Clinton,Not Stated,1
2013,11a,Columbia,Total,539
2013,11a,Columbia,Under 1000,2
2013,11a,Columbia,1000-1499,3
2013,11a,Columbia,1500-1999,4
2013,11a,Columbia,2000-2499,24
2013,11a,Columbia,2500-2999,87
2013,11a,Columbia,3000-3499,202
2013,11a,Columbia,3500+,217
2013,11a,Columbia,Not Stated,0
2013,11a,Cortland,Total,471
2013,11a,Cortland,Under 1000,3
2013,11a,Cortland,1000-1499,1
2013,11a,Cortland,1500-1999,6
2013,11a,Cortland,2000-2499,18
2013,11a,Cortland,2500-2999,78
2013,11a,Cortland,3000-3499,187
2013,11a,Cortland,3500+,171
2013,11a,Cortland,Not Stated,7
2013,11a,Delaware,Total,376
2013,11a,Delaware,Under 1000,6
2013,11a,Delaware,1000-1499,2
2013,11a,Delaware,1500-1999,12
2013,11a,Delaware,2000-2499,15
2013,11a,Delaware,2500-2999,57
2013,11a,Delaware,3000-3499,125
2013,11a,Delaware,3500+,156
2013,11a,Delaware,Not Stated,3
2013,11a,Dutchess,Total,2594
2013,11a,Dutchess,Under 1000,18
2013,11a,Dutchess,1000-1499,19
2013,11a,Dutchess,1500-1999,40
2013,11a,Dutchess,2000-2499,113
2013,11a,Dutchess,2500-2999,403
2013,11a,Dutchess,3000-3499,957
2013,11a,Dutchess,3500+,1039
2013,11a,Dutchess,Not Stated,5
2013,11a,Erie,Total,9873
2013,11a,Erie,Under 1000,77
2013,11a,Erie,1000-1499,88
2013,11a,Erie,1500-1999,152
2013,11a,Erie,2000-2499,470
2013,11a,Erie,2500-2999,1699
2013,11a,Erie,3000-3499,3675
2013,11a,Erie,3500+,3698
2013,11a,Erie,Not Stated,14
2013,11a,Essex,Total,307
2013,11a,Essex,Under 1000,2
2013,11a,Essex,1000-1499,3
2013,11a,Essex,1500-1999,8
2013,11a,Essex,2000-2499,16
2013,11a,Essex,2500-2999,47
2013,11a,Essex,3000-3499,107
2013,11a,Essex,3500+,123
2013,11a,Essex,Not Stated,1
2013,11a,Franklin,Total,510
2013,11a,Franklin,Under 1000,1
2013,11a,Franklin,1000-1499,3
2013,11a,Franklin,1500-1999,11
2013,11a,Franklin,2000-2499,27
2013,11a,Franklin,2500-2999,86
2013,11a,Franklin,3000-3499,188
2013,11a,Franklin,3500+,193
2013,11a,Franklin,Not Stated,1
2013,11a,Fulton,Total,526
2013,11a,Fulton,Under 1000,1
2013,11a,Fulton,1000-1499,6
2013,11a,Fulton,1500-1999,11
2013,11a,Fulton,2000-2499,30
2013,11a,Fulton,2500-2999,86
2013,11a,Fulton,3000-3499,188
2013,11a,Fulton,3500+,204
2013,11a,Fulton,Not Stated,0
2013,11a,Genesee,Total,569
2013,11a,Genesee,Under 1000,5
2013,11a,Genesee,1000-1499,4
2013,11a,Genesee,1500-1999,8
2013,11a,Genesee,2000-2499,17
2013,11a,Genesee,2500-2999,90
2013,11a,Genesee,3000-3499,194
2013,11a,Genesee,3500+,251
2013,11a,Genesee,Not Stated,0
2013,11a,Greene,Total,418
2013,11a,Greene,Under 1000,1
2013,11a,Greene,1000-1499,1
2013,11a,Greene,1500-1999,5
2013,11a,Greene,2000-2499,19
2013,11a,Greene,2500-2999,59
2013,11a,Greene,3000-3499,137
2013,11a,Greene,3500+,196
2013,11a,Greene,Not Stated,0
2013,11a,Hamilton,Total,30
2013,11a,Hamilton,Under 1000,0
2013,11a,Hamilton,1000-1499,1
2013,11a,Hamilton,1500-1999,1
2013,11a,Hamilton,2000-2499,0
2013,11a,Hamilton,2500-2999,6
2013,11a,Hamilton,3000-3499,5
2013,11a,Hamilton,3500+,17
2013,11a,Hamilton,Not Stated,0
2013,11a,Herkimer,Total,673
2013,11a,Herkimer,Under 1000,4
2013,11a,Herkimer,1000-1499,5
2013,11a,Herkimer,1500-1999,8
2013,11a,Herkimer,2000-2499,30
2013,11a,Herkimer,2500-2999,107
2013,11a,Herkimer,3000-3499,235
2013,11a,Herkimer,3500+,282
2013,11a,Herkimer,Not Stated,2
2013,11a,Jefferson,Total,2206
2013,11a,Jefferson,Under 1000,11
2013,11a,Jefferson,1000-1499,19
2013,11a,Jefferson,1500-1999,25
2013,11a,Jefferson,2000-2499,82
2013,11a,Jefferson,2500-2999,331
2013,11a,Jefferson,3000-3499,838
2013,11a,Jefferson,3500+,888
2013,11a,Jefferson,Not Stated,12
2013,11a,Lewis,Total,319
2013,11a,Lewis,Under 1000,2
2013,11a,Lewis,1000-1499,1
2013,11a,Lewis,1500-1999,4
2013,11a,Lewis,2000-2499,16
2013,11a,Lewis,2500-2999,38
2013,11a,Lewis,3000-3499,125
2013,11a,Lewis,3500+,127
2013,11a,Lewis,Not Stated,6
2013,11a,Livingston,Total,524
2013,11a,Livingston,Under 1000,1
2013,11a,Livingston,1000-1499,3
2013,11a,Livingston,1500-1999,2
2013,11a,Livingston,2000-2499,18
2013,11a,Livingston,2500-2999,77
2013,11a,Livingston,3000-3499,191
2013,11a,Livingston,3500+,231
2013,11a,Livingston,Not Stated,1
2013,11a,Madison,Total,645
2013,11a,Madison,Under 1000,0
2013,11a,Madison,1000-1499,5
2013,11a,Madison,1500-1999,5
2013,11a,Madison,2000-2499,27
2013,11a,Madison,2500-2999,95
2013,11a,Madison,3000-3499,233
2013,11a,Madison,3500+,273
2013,11a,Madison,Not Stated,7
2013,11a,Monroe,Total,8355
2013,11a,Monroe,Under 1000,62
2013,11a,Monroe,1000-1499,52
2013,11a,Monroe,1500-1999,145
2013,11a,Monroe,2000-2499,421
2013,11a,Monroe,2500-2999,1443
2013,11a,Monroe,3000-3499,3090
2013,11a,Monroe,3500+,3140
2013,11a,Monroe,Not Stated,2
2013,11a,Montgomery,Total,594
2013,11a,Montgomery,Under 1000,3
2013,11a,Montgomery,1000-1499,2
2013,11a,Montgomery,1500-1999,4
2013,11a,Montgomery,2000-2499,24
2013,11a,Montgomery,2500-2999,94
2013,11a,Montgomery,3000-3499,225
2013,11a,Montgomery,3500+,235
2013,11a,Montgomery,Not Stated,7
2013,11a,Nassau,Total,13821
2013,11a,Nassau,Under 1000,85
2013,11a,Nassau,1000-1499,94
2013,11a,Nassau,1500-1999,244
2013,11a,Nassau,2000-2499,651
2013,11a,Nassau,2500-2999,2509
2013,11a,Nassau,3000-3499,5398
2013,11a,Nassau,3500+,4838
2013,11a,Nassau,Not Stated,2
2013,11a,Niagara,Total,2195
2013,11a,Niagara,Under 1000,19
2013,11a,Niagara,1000-1499,16
2013,11a,Niagara,1500-1999,34
2013,11a,Niagara,2000-2499,125
2013,11a,Niagara,2500-2999,460
2013,11a,Niagara,3000-3499,787
2013,11a,Niagara,3500+,754
2013,11a,Niagara,Not Stated,0
2013,11a,Oneida,Total,2642
2013,11a,Oneida,Under 1000,15
2013,11a,Oneida,1000-1499,22
2013,11a,Oneida,1500-1999,49
2013,11a,Oneida,2000-2499,135
2013,11a,Oneida,2500-2999,431
2013,11a,Oneida,3000-3499,976
2013,11a,Oneida,3500+,1013
2013,11a,Oneida,Not Stated,1
2013,11a,Onondaga,Total,5233
2013,11a,Onondaga,Under 1000,33
2013,11a,Onondaga,1000-1499,29
2013,11a,Onondaga,1500-1999,103
2013,11a,Onondaga,2000-2499,236
2013,11a,Onondaga,2500-2999,851
2013,11a,Onondaga,3000-3499,1892
2013,11a,Onondaga,3500+,2089
2013,11a,Onondaga,Not Stated,0
2013,11a,Ontario,Total,1028
2013,11a,Ontario,Under 1000,4
2013,11a,Ontario,1000-1499,3
2013,11a,Ontario,1500-1999,21
2013,11a,Ontario,2000-2499,41
2013,11a,Ontario,2500-2999,146
2013,11a,Ontario,3000-3499,369
2013,11a,Ontario,3500+,443
2013,11a,Ontario,Not Stated,1
2013,11a,Orange,Total,4746
2013,11a,Orange,Under 1000,35
2013,11a,Orange,1000-1499,39
2013,11a,Orange,1500-1999,68
2013,11a,Orange,2000-2499,204
2013,11a,Orange,2500-2999,775
2013,11a,Orange,3000-3499,1830
2013,11a,Orange,3500+,1792
2013,11a,Orange,Not Stated,3
2013,11a,Orleans,Total,414
2013,11a,Orleans,Under 1000,1
2013,11a,Orleans,1000-1499,3
2013,11a,Orleans,1500-1999,7
2013,11a,Orleans,2000-2499,19
2013,11a,Orleans,2500-2999,52
2013,11a,Orleans,3000-3499,168
2013,11a,Orleans,3500+,164
2013,11a,Orleans,Not Stated,0
2013,11a,Oswego,Total,1329
2013,11a,Oswego,Under 1000,16
2013,11a,Oswego,1000-1499,6
2013,11a,Oswego,1500-1999,12
2013,11a,Oswego,2000-2499,64
2013,11a,Oswego,2500-2999,219
2013,11a,Oswego,3000-3499,477
2013,11a,Oswego,3500+,527
2013,11a,Oswego,Not Stated,8
2013,11a,Otsego,Total,534
2013,11a,Otsego,Under 1000,2
2013,11a,Otsego,1000-1499,2
2013,11a,Otsego,1500-1999,3
2013,11a,Otsego,2000-2499,25
2013,11a,Otsego,2500-2999,77
2013,11a,Otsego,3000-3499,180
2013,11a,Otsego,3500+,244
2013,11a,Otsego,Not Stated,1
2013,11a,Putnam,Total,802
2013,11a,Putnam,Under 1000,2
2013,11a,Putnam,1000-1499,1
2013,11a,Putnam,1500-1999,7
2013,11a,Putnam,2000-2499,50
2013,11a,Putnam,2500-2999,126
2013,11a,Putnam,3000-3499,312
2013,11a,Putnam,3500+,303
2013,11a,Putnam,Not Stated,1
2013,11a,Rensselaer,Total,1750
2013,11a,Rensselaer,Under 1000,9
2013,11a,Rensselaer,1000-1499,16
2013,11a,Rensselaer,1500-1999,35
2013,11a,Rensselaer,2000-2499,85
2013,11a,Rensselaer,2500-2999,259
2013,11a,Rensselaer,3000-3499,662
2013,11a,Rensselaer,3500+,681
2013,11a,Rensselaer,Not Stated,3
2013,11a,Rockland,Total,4650
2013,11a,Rockland,Under 1000,24
2013,11a,Rockland,1000-1499,22
2013,11a,Rockland,1500-1999,55
2013,11a,Rockland,2000-2499,178
2013,11a,Rockland,2500-2999,769
2013,11a,Rockland,3000-3499,1879
2013,11a,Rockland,3500+,1723
2013,11a,Rockland,Not Stated,0
2013,11a,St Lawrence,Total,1227
2013,11a,St Lawrence,Under 1000,6
2013,11a,St Lawrence,1000-1499,3
2013,11a,St Lawrence,1500-1999,17
2013,11a,St Lawrence,2000-2499,62
2013,11a,St Lawrence,2500-2999,169
2013,11a,St Lawrence,3000-3499,443
2013,11a,St Lawrence,3500+,487
2013,11a,St Lawrence,Not Stated,40
2013,11a,Saratoga,Total,2252
2013,11a,Saratoga,Under 1000,14
2013,11a,Saratoga,1000-1499,13
2013,11a,Saratoga,1500-1999,30
2013,11a,Saratoga,2000-2499,85
2013,11a,Saratoga,2500-2999,305
2013,11a,Saratoga,3000-3499,827
2013,11a,Saratoga,3500+,978
2013,11a,Saratoga,Not Stated,0
2013,11a,Schenectady,Total,1661
2013,11a,Schenectady,Under 1000,12
2013,11a,Schenectady,1000-1499,8
2013,11a,Schenectady,1500-1999,25
2013,11a,Schenectady,2000-2499,67
2013,11a,Schenectady,2500-2999,289
2013,11a,Schenectady,3000-3499,645
2013,11a,Schenectady,3500+,614
2013,11a,Schenectady,Not Stated,1
2013,11a,Schoharie,Total,251
2013,11a,Schoharie,Under 1000,1
2013,11a,Schoharie,1000-1499,2
2013,11a,Schoharie,1500-1999,2
2013,11a,Schoharie,2000-2499,8
2013,11a,Schoharie,2500-2999,37
2013,11a,Schoharie,3000-3499,82
2013,11a,Schoharie,3500+,118
2013,11a,Schoharie,Not Stated,1
2013,11a,Schuyler,Total,157
2013,11a,Schuyler,Under 1000,1
2013,11a,Schuyler,1000-1499,1
2013,11a,Schuyler,1500-1999,3
2013,11a,Schuyler,2000-2499,5
2013,11a,Schuyler,2500-2999,22
2013,11a,Schuyler,3000-3499,53
2013,11a,Schuyler,3500+,72
2013,11a,Schuyler,Not Stated,0
2013,11a,Seneca,Total,394
2013,11a,Seneca,Under 1000,2
2013,11a,Seneca,1000-1499,1
2013,11a,Seneca,1500-1999,3
2013,11a,Seneca,2000-2499,18
2013,11a,Seneca,2500-2999,55
2013,11a,Seneca,3000-3499,120
2013,11a,Seneca,3500+,195
2013,11a,Seneca,Not Stated,0
2013,11a,Steuben,Total,1083
2013,11a,Steuben,Under 1000,8
2013,11a,Steuben,1000-1499,5
2013,11a,Steuben,1500-1999,16
2013,11a,Steuben,2000-2499,49
2013,11a,Steuben,2500-2999,168
2013,11a,Steuben,3000-3499,398
2013,11a,Steuben,3500+,439
2013,11a,Steuben,Not Stated,0
2013,11a,Suffolk,Total,15530
2013,11a,Suffolk,Under 1000,88
2013,11a,Suffolk,1000-1499,103
2013,11a,Suffolk,1500-1999,217
2013,11a,Suffolk,2000-2499,774
2013,11a,Suffolk,2500-2999,2811
2013,11a,Suffolk,3000-3499,5945
2013,11a,Suffolk,3500+,5592
2013,11a,Suffolk,Not Stated,0
2013,11a,Sullivan,Total,837
2013,11a,Sullivan,Under 1000,5
2013,11a,Sullivan,1000-1499,9
2013,11a,Sullivan,1500-1999,16
2013,11a,Sullivan,2000-2499,45
2013,11a,Sullivan,2500-2999,151
2013,11a,Sullivan,3000-3499,336
2013,11a,Sullivan,3500+,275
2013,11a,Sullivan,Not Stated,0
2013,11a,Tioga,Total,521
2013,11a,Tioga,Under 1000,5
2013,11a,Tioga,1000-1499,6
2013,11a,Tioga,1500-1999,15
2013,11a,Tioga,2000-2499,30
2013,11a,Tioga,2500-2999,55
2013,11a,Tioga,3000-3499,186
2013,11a,Tioga,3500+,224
2013,11a,Tioga,Not Stated,0
2013,11a,Tompkins,Total,853
2013,11a,Tompkins,Under 1000,10
2013,11a,Tompkins,1000-1499,12
2013,11a,Tompkins,1500-1999,11
2013,11a,Tompkins,2000-2499,35
2013,11a,Tompkins,2500-2999,141
2013,11a,Tompkins,3000-3499,321
2013,11a,Tompkins,3500+,320
2013,11a,Tompkins,Not Stated,3
2013,11a,Ulster,Total,1585
2013,11a,Ulster,Under 1000,12
2013,11a,Ulster,1000-1499,13
2013,11a,Ulster,1500-1999,32
2013,11a,Ulster,2000-2499,54
2013,11a,Ulster,2500-2999,232
2013,11a,Ulster,3000-3499,575
2013,11a,Ulster,3500+,666
2013,11a,Ulster,Not Stated,1
2013,11a,Warren,Total,609
2013,11a,Warren,Under 1000,2
2013,11a,Warren,1000-1499,8
2013,11a,Warren,1500-1999,10
2013,11a,Warren,2000-2499,23
2013,11a,Warren,2500-2999,98
2013,11a,Warren,3000-3499,200
2013,11a,Warren,3500+,268
2013,11a,Warren,Not Stated,0
2013,11a,Washington,Total,612
2013,11a,Washington,Under 1000,3
2013,11a,Washington,1000-1499,5
2013,11a,Washington,1500-1999,7
2013,11a,Washington,2000-2499,28
2013,11a,Washington,2500-2999,90
2013,11a,Washington,3000-3499,204
2013,11a,Washington,3500+,274
2013,11a,Washington,Not Stated,1
2013,11a,Wayne,Total,960
2013,11a,Wayne,Under 1000,2
2013,11a,Wayne,1000-1499,8
2013,11a,Wayne,1500-1999,22
2013,11a,Wayne,2000-2499,40
2013,11a,Wayne,2500-2999,132
2013,11a,Wayne,3000-3499,367
2013,11a,Wayne,3500+,388
2013,11a,Wayne,Not Stated,1
2013,11a,Westchester,Total,10557
2013,11a,Westchester,Under 1000,69
2013,11a,Westchester,1000-1499,82
2013,11a,Westchester,1500-1999,143
2013,11a,Westchester,2000-2499,516
2013,11a,Westchester,2500-2999,1945
2013,11a,Westchester,3000-3499,4192
2013,11a,Westchester,3500+,3597
2013,11a,Westchester,Not Stated,13
2013,11a,Wyoming,Total,387
2013,11a,Wyoming,Under 1000,3
2013,11a,Wyoming,1000-1499,0
2013,11a,Wyoming,1500-1999,2
2013,11a,Wyoming,2000-2499,9
2013,11a,Wyoming,2500-2999,50
2013,11a,Wyoming,3000-3499,130
2013,11a,Wyoming,3500+,191
2013,11a,Wyoming,Not Stated,2
2013,11a,Yates,Total,303
2013,11a,Yates,Under 1000,0
2013,11a,Yates,1000-1499,1
2013,11a,Yates,1500-1999,4
2013,11a,Yates,2000-2499,8
2013,11a,Yates,2500-2999,45
2013,11a,Yates,3000-3499,99
2013,11a,Yates,3500+,140
2013,11a,Yates,Not Stated,6
2014,11a,New York State,Total,238000
2014,11a,New York State,Under 1000,1529
2014,11a,New York State,1000-1499,1794
2014,11a,New York State,1500-1999,3651
2014,11a,New York State,2000-2499,11670
2014,11a,New York State,2500-2999,43739
2014,11a,New York State,3000-3499,92351
2014,11a,New York State,3500+,82943
2014,11a,New York State,Not Stated,323
2014,11a,New York City,Total,117099
2014,11a,New York City,Under 1000,727
2014,11a,New York City,1000-1499,951
2014,11a,New York City,1500-1999,1836
2014,11a,New York City,2000-2499,5870
2014,11a,New York City,2500-2999,23596
2014,11a,New York City,3000-3499,47237
2014,11a,New York City,3500+,36879
2014,11a,New York City,Not Stated,3
2014,11a,Bronx,Total,21309
2014,11a,Bronx,Under 1000,181
2014,11a,Bronx,1000-1499,220
2014,11a,Bronx,1500-1999,367
2014,11a,Bronx,2000-2499,1173
2014,11a,Bronx,2500-2999,4544
2014,11a,Bronx,3000-3499,8226
2014,11a,Bronx,3500+,6598
2014,11a,Bronx,Not Stated,0
2014,11a,Kings,Total,41746
2014,11a,Kings,Under 1000,243
2014,11a,Kings,1000-1499,325
2014,11a,Kings,1500-1999,608
2014,11a,Kings,2000-2499,1941
2014,11a,Kings,2500-2999,8300
2014,11a,Kings,3000-3499,16958
2014,11a,Kings,3500+,13370
2014,11a,Kings,Not Stated,1
2014,11a,New York,Total,18356
2014,11a,New York,Under 1000,103
2014,11a,New York,1000-1499,143
2014,11a,New York,1500-1999,318
2014,11a,New York,2000-2499,950
2014,11a,New York,2500-2999,3711
2014,11a,New York,3000-3499,7439
2014,11a,New York,3500+,5692
2014,11a,New York,Not Stated,0
2014,11a,Queens,Total,30362
2014,11a,Queens,Under 1000,168
2014,11a,Queens,1000-1499,228
2014,11a,Queens,1500-1999,466
2014,11a,Queens,2000-2499,1536
2014,11a,Queens,2500-2999,6056
2014,11a,Queens,3000-3499,12478
2014,11a,Queens,3500+,9429
2014,11a,Queens,Not Stated,1
2014,11a,Richmond,Total,5326
2014,11a,Richmond,Under 1000,32
2014,11a,Richmond,1000-1499,35
2014,11a,Richmond,1500-1999,77
2014,11a,Richmond,2000-2499,270
2014,11a,Richmond,2500-2999,985
2014,11a,Richmond,3000-3499,2136
2014,11a,Richmond,3500+,1790
2014,11a,Richmond,Not Stated,1
2014,11a,Rest of State,Total,120901
2014,11a,Rest of State,Under 1000,802
2014,11a,Rest of State,1000-1499,843
2014,11a,Rest of State,1500-1999,1815
2014,11a,Rest of State,2000-2499,5800
2014,11a,Rest of State,2500-2999,20143
2014,11a,Rest of State,3000-3499,45114
2014,11a,Rest of State,3500+,46064
2014,11a,Rest of State,Not Stated,320
2014,11a,Albany,Total,3163
2014,11a,Albany,Under 1000,18
2014,11a,Albany,1000-1499,23
2014,11a,Albany,1500-1999,51
2014,11a,Albany,2000-2499,155
2014,11a,Albany,2500-2999,543
2014,11a,Albany,3000-3499,1096
2014,11a,Albany,3500+,1276
2014,11a,Albany,Not Stated,1
2014,11a,Allegany,Total,517
2014,11a,Allegany,Under 1000,3
2014,11a,Allegany,1000-1499,2
2014,11a,Allegany,1500-1999,4
2014,11a,Allegany,2000-2499,20
2014,11a,Allegany,2500-2999,76
2014,11a,Allegany,3000-3499,187
2014,11a,Allegany,3500+,214
2014,11a,Allegany,Not Stated,11
2014,11a,Broome,Total,2111
2014,11a,Broome,Under 1000,11
2014,11a,Broome,1000-1499,10
2014,11a,Broome,1500-1999,24
2014,11a,Broome,2000-2499,108
2014,11a,Broome,2500-2999,332
2014,11a,Broome,3000-3499,842
2014,11a,Broome,3500+,782
2014,11a,Broome,Not Stated,2
2014,11a,Cattaraugus,Total,933
2014,11a,Cattaraugus,Under 1000,10
2014,11a,Cattaraugus,1000-1499,10
2014,11a,Cattaraugus,1500-1999,17
2014,11a,Cattaraugus,2000-2499,54
2014,11a,Cattaraugus,2500-2999,130
2014,11a,Cattaraugus,3000-3499,325
2014,11a,Cattaraugus,3500+,296
2014,11a,Cattaraugus,Not Stated,91
2014,11a,Cayuga,Total,777
2014,11a,Cayuga,Under 1000,4
2014,11a,Cayuga,1000-1499,6
2014,11a,Cayuga,1500-1999,12
2014,11a,Cayuga,2000-2499,25
2014,11a,Cayuga,2500-2999,111
2014,11a,Cayuga,3000-3499,293
2014,11a,Cayuga,3500+,324
2014,11a,Cayuga,Not Stated,2
2014,11a,Chautauqua,Total,1485
2014,11a,Chautauqua,Under 1000,3
2014,11a,Chautauqua,1000-1499,8
2014,11a,Chautauqua,1500-1999,25
2014,11a,Chautauqua,2000-2499,65
2014,11a,Chautauqua,2500-2999,285
2014,11a,Chautauqua,3000-3499,551
2014,11a,Chautauqua,3500+,519
2014,11a,Chautauqua,Not Stated,29
2014,11a,Chemung,Total,974
2014,11a,Chemung,Under 1000,10
2014,11a,Chemung,1000-1499,8
2014,11a,Chemung,1500-1999,11
2014,11a,Chemung,2000-2499,58
2014,11a,Chemung,2500-2999,183
2014,11a,Chemung,3000-3499,347
2014,11a,Chemung,3500+,357
2014,11a,Chemung,Not Stated,0
2014,11a,Chenango,Total,551
2014,11a,Chenango,Under 1000,2
2014,11a,Chenango,1000-1499,5
2014,11a,Chenango,1500-1999,6
2014,11a,Chenango,2000-2499,24
2014,11a,Chenango,2500-2999,85
2014,11a,Chenango,3000-3499,191
2014,11a,Chenango,3500+,235
2014,11a,Chenango,Not Stated,3
2014,11a,Clinton,Total,754
2014,11a,Clinton,Under 1000,8
2014,11a,Clinton,1000-1499,8
2014,11a,Clinton,1500-1999,7
2014,11a,Clinton,2000-2499,30
2014,11a,Clinton,2500-2999,130
2014,11a,Clinton,3000-3499,296
2014,11a,Clinton,3500+,274
2014,11a,Clinton,Not Stated,1
2014,11a,Columbia,Total,492
2014,11a,Columbia,Under 1000,3
2014,11a,Columbia,1000-1499,3
2014,11a,Columbia,1500-1999,12
2014,11a,Columbia,2000-2499,22
2014,11a,Columbia,2500-2999,78
2014,11a,Columbia,3000-3499,170
2014,11a,Columbia,3500+,204
2014,11a,Columbia,Not Stated,0
2014,11a,Cortland,Total,478
2014,11a,Cortland,Under 1000,3
2014,11a,Cortland,1000-1499,4
2014,11a,Cortland,1500-1999,5
2014,11a,Cortland,2000-2499,25
2014,11a,Cortland,2500-2999,71
2014,11a,Cortland,3000-3499,150
2014,11a,Cortland,3500+,208
2014,11a,Cortland,Not Stated,12
2014,11a,Delaware,Total,406
2014,11a,Delaware,Under 1000,4
2014,11a,Delaware,1000-1499,1
2014,11a,Delaware,1500-1999,2
2014,11a,Delaware,2000-2499,23
2014,11a,Delaware,2500-2999,55
2014,11a,Delaware,3000-3499,126
2014,11a,Delaware,3500+,194
2014,11a,Delaware,Not Stated,1
2014,11a,Dutchess,Total,2680
2014,11a,Dutchess,Under 1000,20
2014,11a,Dutchess,1000-1499,25
2014,11a,Dutchess,1500-1999,47
2014,11a,Dutchess,2000-2499,139
2014,11a,Dutchess,2500-2999,414
2014,11a,Dutchess,3000-3499,999
2014,11a,Dutchess,3500+,1033
2014,11a,Dutchess,Not Stated,3
2014,11a,Erie,Total,10109
2014,11a,Erie,Under 1000,87
2014,11a,Erie,1000-1499,93
2014,11a,Erie,1500-1999,166
2014,11a,Erie,2000-2499,500
2014,11a,Erie,2500-2999,1735
2014,11a,Erie,3000-3499,3766
2014,11a,Erie,3500+,3747
2014,11a,Erie,Not Stated,15
2014,11a,Essex,Total,298
2014,11a,Essex,Under 1000,1
2014,11a,Essex,1000-1499,0
2014,11a,Essex,1500-1999,2
2014,11a,Essex,2000-2499,11
2014,11a,Essex,2500-2999,39
2014,11a,Essex,3000-3499,126
2014,11a,Essex,3500+,118
2014,11a,Essex,Not Stated,1
2014,11a,Franklin,Total,441
2014,11a,Franklin,Under 1000,5
2014,11a,Franklin,1000-1499,2
2014,11a,Franklin,1500-1999,9
